#FILE:                        13WaT18 20 K min N2 7.2.2007.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13WaT18 20 K min N2             
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       DSC                             
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   7.2.2007 14:10:03               
#CORR. FILE:                  correction 20K min N2 800 C.bsu 
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13WaT18                         
#SAMPLE MASS /mg:             12.208                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/20.00(K/min)/800.0         
#SEGMENT:                     S1/2                            

##Temp./øC;DSC/(mW/mg)
597.05544;     1.60210
598.05544;     1.59760
599.05544;     1.59497
600.05544;     1.59147
601.05544;     1.58689
602.05544;     1.58141
603.05544;     1.57736
604.05544;     1.57204
605.05544;     1.56757
606.05544;     1.56386
607.05544;     1.55739
608.05544;     1.55308
609.05544;     1.54786
610.05544;     1.54304
611.05544;     1.53583
612.05544;     1.52935
613.05544;     1.52372
614.05544;     1.51640
615.05544;     1.50936
616.05544;     1.50127
617.05544;     1.49329
618.05544;     1.48591
619.05544;     1.47659
620.05544;     1.46809
621.05544;     1.46042
622.05544;     1.45150
623.05544;     1.44271
624.05544;     1.43351
625.05544;     1.42296
626.05544;     1.41306
627.05544;     1.40353
628.05544;     1.39321
629.05544;     1.38383
630.05544;     1.37409
631.05544;     1.36316
632.05544;     1.35268
633.05544;     1.34034
634.05544;     1.32917
635.05544;     1.31745
636.05544;     1.30470
637.05544;     1.29232
638.05544;     1.28006
639.05544;     1.26691
640.05544;     1.25411
641.05544;     1.24191
642.05544;     1.22738
643.05544;     1.21464
644.05544;     1.20140
645.05544;     1.18762
646.05544;     1.17357
647.05544;     1.15902
648.05544;     1.14454
649.05544;     1.12923
650.05544;     1.11503
651.05544;     1.10029
652.05544;     1.08448
653.05544;     1.06989
654.05544;     1.05400
655.05544;     1.03842
656.05544;     1.02138
657.05544;     1.00588
658.05544;     0.98774
659.05544;     0.97130
660.05544;     0.95719
661.05544;     0.93989
662.05544;     0.92239
663.05544;     0.90528
664.05544;     0.88978
665.05544;     0.87215
666.05544;     0.85550
667.05544;     0.83716
668.05544;     0.82113
669.05544;     0.80480
670.05544;     0.78612
671.05544;     0.76736
672.05544;     0.74860
673.05544;     0.72902
674.05544;     0.71020
675.05544;     0.69294
676.05544;     0.67397
677.05544;     0.65497
678.05544;     0.63700
679.05544;     0.61886
680.05544;     0.59910
681.05544;     0.58043
682.05544;     0.56088
683.05544;     0.54266
684.05544;     0.52459
685.05544;     0.50637
686.05544;     0.48780
687.05544;     0.46797
688.05544;     0.45039
689.05544;     0.43193
690.05544;     0.41309
691.05544;     0.39620
692.05544;     0.37727
693.05544;     0.35874
694.05544;     0.33874
695.05544;     0.32060
696.05544;     0.30209
697.05544;     0.28419
698.05544;     0.26546
699.05544;     0.24770
700.05544;     0.23047
701.05544;     0.21329
702.05544;     0.19649
703.05544;     0.17925
704.05544;     0.16446
705.05544;     0.14729
706.05544;     0.13218
707.05544;     0.11595
708.05544;     0.10136
709.05544; 8.3293e-002
710.05544; 6.9103e-002
711.05544; 5.4253e-002
712.05544; 4.0404e-002
713.05544; 2.4589e-002
714.05544; 1.0368e-002
715.05544;-5.2790e-003
716.05544;-2.2747e-002
717.05544;-3.5729e-002
718.05544;-4.7985e-002
719.05544;-6.0887e-002
720.05544;-7.2668e-002
721.05544;-8.3474e-002
722.05544;-9.4059e-002
723.05544;    -0.10335
724.05544;    -0.11212
725.05544;    -0.11987
726.05544;    -0.12875
727.05544;    -0.13483
728.05544;    -0.14282
729.05544;    -0.15104
730.05544;    -0.15655
731.05544;    -0.16230
732.05544;    -0.16678
733.05544;    -0.17228
734.05544;    -0.17520
735.05544;    -0.17984
