Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,2778,0.988674763704783,0,0,-0.00386283333333319,-0.136235922033335,0,0,72.1958676216089,23.4886624287682,-0.12203517590501,24.046315647584,24.5451080389374,-0.00299536657713921,-0.105641764024096,2.49184195460893,87.8832600200651,0,0,0.00170100118115295,127.061413207466,25.9884332691177
,,2779,0.970226940096577,0,0,-0.0353935833333334,-1.24827478780184,0,0,72.1968470724608,23.5079131232392,-0.0397174363593909,24.0667555418168,24.5659567303914,-0.00097569682304687,-0.0344112584837014,2.49184195460893,87.8832600200651,0,0,0.00166925792056653,127.063098337017,25.979433995128
,,2780,0.955244474692649,1.96122458575589,-115.072936415906,0.0138102500000001,0.48706531706285,0,0,72.1978098081682,23.4379837044002,-0.0648835916677171,23.9962918809537,24.4928799298956,-0.00158918602013777,-0.0560480362607663,2.49184195460893,87.8832600200651,0,0,0.00164347835578738,127.064754705155,25.9704351827943
,,2781,0.867455647003689,0,0,-0.00227233333333314,-0.0801415438150926,0,0,72.1987211582291,23.4109365577401,-0.149301446351834,23.968666739063,24.4642177324099,-0.00365254309131497,-0.128819323245926,2.49184195460893,87.8832600200651,0,0,0.00149242318157699,127.066322655924,25.9614243646994
,,2782,0.889639169508739,0,0,-0.00958200000000042,-0.33794173661566,0,0,72.1995997056373,23.4903046625385,-0.0493746809310739,24.0487949938713,24.5450948673274,-0.00121190622749723,-0.0427419844641754,2.49184195460893,87.8832600200651,0,0,0.0015305927569886,127.067834163893,25.9524082335145
,,2783,0.946607366015568,0,-20209.7969935385,0.000114999999999791,0.00405586513365984,0,0,72.2005178289051,23.5239486235578,-0.0945477383698681,24.082372979709,24.5815150560322,-0.0023241266542527,-0.0819682109844362,2.49184195460893,87.8832600200651,0,0,0.00162861590788684,127.069413768226,25.9434128023374
,,2784,0.916321758213464,2.13453540998485,-215.095861289997,0.0121719166666666,0.429283934071615,0,0,72.2014492934672,23.5528693411345,-0.106371490011008,24.1125137326723,24.6130697115908,-0.00261812889896671,-0.0923371975370922,2.49184195460893,87.8832600200651,0,0,0.00157650401182848,127.071016328185,25.934428625527
,,2785,0.940777084657799,0,0,-0.00597958333333337,-0.210890291787168,0,0,72.2023778428886,23.3790614781108,-0.0802076460356166,23.9347745725901,24.433225397949,-0.00195973149422713,-0.0691165794676987,2.49184195460893,87.8832600200651,0,0,0.0016185850447142,127.072613872714,25.92544985382
,,2786,0.952991962111084,0,0,-0.00476391666666642,-0.168015682678508,0,0,72.203324727412,23.3827158074593,-0.0430857787647077,23.9401709061117,24.4390306715936,-0.00105297466874019,-0.0371367238745922,2.49184195460893,87.8832600200651,0,0,0.00163960295449272,127.074242966713,25.916484108906
,,2787,0.911414040182309,2.42591237136485,-327.021062531996,0.0106525833333337,0.375699489783934,0,0,72.2042569304132,23.4267227768793,-0.142277035697661,23.9855586740577,24.4847603360258,-0.0034836191203774,-0.122861646341871,2.49184195460893,87.8832600200651,0,0,0.00156806043063477,127.075846798406,25.9075195301088
,,2788,0.812799810558276,0,0,-0.00338158333333335,-0.119263008158755,0,0,72.2051190373385,23.4331835859876,-0.0784823827757157,23.9909129805775,24.4887262992716,-0.00192193359110917,-0.0677835081861173,2.49184195460893,87.8832600200651,0,0,0.00139838020069672,127.077330018722,25.8985362400784
,,2789,0.96552729608514,0,0,-0.0232997500000003,-0.821744727375336,0,0,72.2060082008919,23.5154260955724,-0.0302005280959312,24.0733818135712,24.5742073349926,-0.000742154039055683,-0.0261745799201412,2.49184195460893,87.8832600200651,0,0,0.00166117122330977,127.078859794434,25.8895690931846
,,2790,0.837088635831447,1.82310185924572,-297.492264539041,0.0130189166666665,0.459156262490885,0,0,72.2069095088578,23.4359501950432,-0.158132555567191,23.9922855963777,24.4922810936679,-0.0038730270010117,-0.136595436305696,2.49184195460893,87.8832600200651,0,0,0.00144017226167104,127.080410466176,25.8806127271892
,,2791,0.745097377211462,2.63460907032855,-212.362652384961,0.00801883333333368,0.282811361124839,0,0,72.2077006018644,23.4291896039057,-0.0695390763694932,23.9858952167204,24.4883999702754,-0.00170290071569968,-0.0600585707730718,2.49184195460893,87.8832600200651,0,0,0.00128189074022697,127.081771497677,25.8716232898117
,,2792,0.603174279218607,0,0,-0.0253286666666667,-0.893301356657498,0,0,72.2083747376926,23.4412062494955,-0.042842337596274,23.9987947337706,24.4991678517678,-0.00104960161993322,-0.0370177618654588,2.49184195460893,87.8832600200651,0,0,0.00103770284506389,127.08293129447,25.8625984017524
,,2793,0.567552651168421,0.403211041463006,-64.6598672024661,0.0399105833333333,1.40758211657379,0,0,72.2089601011578,23.4692115415727,-0.105198482882564,24.0286622892067,24.5308957657411,-0.00258061301830629,-0.0910140727342275,2.49184195460893,87.8832600200651,0,0,0.000976414826020641,127.083938353305,25.8535481923229
,,2794,0.61024044446033,0,0,-0.0146404166666662,-0.51634396087558,0,0,72.2095489977056,23.4397262348681,-0.0969678725199326,23.9972131474136,24.4990147492798,-0.00237561733907211,-0.0837842046650247,2.49184195460893,87.8832600200651,0,0,0.00104986043623909,127.084951490936,25.8445057257357
,,2795,0.622945552025295,0,0,-0.0433196666666672,-1.5278150055254,0,0,72.2101655907038,23.4625823402859,-0.062688612732241,24.0192842228109,24.5239002453477,-0.00153736928516471,-0.0542205433153951,2.49184195460893,87.8832600200651,0,0,0.0010717199938581,127.086012281151,25.8354796388922
,,2796,0.667103131475904,0.315774801619929,-44.5441353614173,0.0599004166666668,2.11259140391715,0,0,72.2108106150456,23.4877576813558,-0.108690051321112,24.0452564140401,24.548817815187,-0.0026682122682053,-0.0941035574594521,2.49184195460893,87.8832600200651,0,0,0.00114769528264368,127.08712198879,25.8264701770549
,,2797,0.679612555581989,0,0,-0.00533074999999957,-0.188006983141693,0,0,72.2114839728891,23.5011242381803,-0.124444886306164,24.0580752034796,24.5623224200481,-0.00305665542097823,-0.107803323022439,2.49184195460893,87.8832600200651,0,0,0.0011692184844868,127.088280445673,25.8174772874112
,,2798,0.593184036605763,0,0,-0.0421343333333337,-1.48601020432157,0,0,72.2121203711852,23.5248400257519,-0.0598976622738793,24.0833521505811,24.5873755313102,-0.00147272631577546,-0.051940689700764,2.49184195460893,87.8832600200651,0,0,0.00102051404683948,127.089375311939,25.808477616578
,,2799,0.563926157143324,0.382257162269901,-83.3009335984009,0.0418293333333334,1.47525334461922,0,0,72.212698926282,23.3192502027365,-0.142962619918861,23.8745319913039,24.3729621102563,-0.00348442251846539,-0.122889980900945,2.49184195460893,87.8832600200651,0,0,0.000970175823303818,127.090370656874,25.7994637107117
,,2800,0.563418669301162,0,0,-0.0197433333333329,-0.696315628600298,0,0,72.2132625986953,23.2982647672919,-0.102003523377485,23.854366178477,24.3547885134869,-0.00248427423948918,-0.0876163588731458,2.49184195460893,87.8832600200651,0,0,0.000969302743683642,127.091340396157,25.7904509281055
,,2801,0.610957126612049,0,0,-0.024549416666667,-0.865818461827853,0,0,72.2138497865932,23.4672544552379,-0.0639013447989662,24.0296485772415,24.5327704032952,-0.00156767702041484,-0.0552894484169726,2.49184195460893,87.8832600200651,0,0,0.00105109341947263,127.092350594239,25.7814529762918
,,2802,0.667244771605439,0.46332954903368,-57.0509303100497,0.0408328333333331,1.44010839152617,0,0,72.2144888875423,23.4927446299751,-0.0948487973843191,24.0562152459767,24.5606817704047,-0.00232955112886186,-0.0821595234838773,2.49184195460893,87.8832600200651,0,0,0.0011479389626698,127.09345011043,25.7724799741407
,,2803,0.589499674313077,0,0,-0.0260194999999997,-0.917665937786546,0,0,72.2151172597653,23.3787234275571,-0.0862263027212681,23.9403197857492,24.4420731223157,-0.00210754959618016,-0.0743298863010567,2.49184195460893,87.8832600200651,0,0,0.00101417546852094,127.094531167646,25.7635095468303
,,2804,0.606792016776908,0,0,-0.00956716666666694,-0.337418588794066,0,0,72.2157154056108,23.3072699193716,-0.054930009543963,23.8674798041043,24.3674356397672,-0.00133850347225432,-0.0472068657774677,2.49184195460893,87.8832600200651,0,0,0.00104392774556786,127.095560219253,25.7545347380923
,,2805,0.577414044169397,0.834667234686665,-77.8823077771783,0.0196150000000002,0.691789518233765,0,0,72.2163075086413,23.3780247899211,-0.0624991105487257,23.9414577526761,24.4429313255325,-0.00152766146704936,-0.0538781641761079,2.49184195460893,87.8832600200651,0,0,0.000993381832105891,127.096578874041,25.7455641742037
,,2806,0.565471315188075,2.52371530949681,-556.633476236864,0.00635308333333347,0.224063036373474,0,0,72.216878951321,23.3831449637649,-0.14463980836327,23.9462378794168,24.4492778348696,-0.00353633886065589,-0.124720986832753,2.49184195460893,87.8832600200651,0,0,0.000972834105703405,127.09756198201,25.7365926412405
,,2807,0.653660133409585,1.57308959466095,-50.0969279445787,0.0117818333333328,0.415526321976893,0,0,72.2174885170453,23.4404734258687,-0.024084454629048,24.0036858615642,24.5068308436238,-0.00059023365555501,-0.0208165922111522,2.49184195460893,87.8832600200651,0,0,0.00112456601249784,127.09861068207,25.7276410819541
,,2808,0.675904525577685,0,0,-0.0132534999999999,-0.467429639557025,0,0,72.2181532993748,23.372899894627,-0.112768647445546,23.9348196069186,24.4384994733957,-0.00275589653121351,-0.0971960404603763,2.49184195460893,87.8832600200651,0,0,0.00116283911849885,127.099754384635,25.7187155624554
,,2809,0.629975470146063,2.51803693117468,-429.843185585235,0.00709375000000042,0.250185159060465,0,0,72.2188062393726,23.27489417894,-0.125292676871151,23.8363028971556,24.3366186587361,-0.00304920009774544,-0.107540385756699,2.49184195460893,87.8832600200651,0,0,0.00108381596659621,127.100877712178,25.7097921820479
,,2810,0.578107115626411,0,0,-0.0141090833333336,-0.497604688344983,0,0,72.2194102806655,23.406085488941,-0.0326750937537832,23.9700621979389,24.4755175547848,-0.000799739830774961,-0.0282055382230007,2.49184195460893,87.8832600200651,0,0,0.000994574190692769,127.101916907256,25.7008577511265
,,2811,0.610802671141906,0,0,-0.0277521666666672,-0.978774305800494,0,0,72.2200047355589,23.4613217217253,-0.078989844383482,24.0280907857355,24.5341411170895,-0.00193794798892129,-0.0683483102532725,2.49184195460893,87.8832600200651,0,0,0.00105082769357928,127.102939608198,25.691926266652
,,2812,0.579744879036714,0.424317267435071,-77.8849321541817,0.0387400833333335,1.36630046319156,0,0,72.220600009334,23.4723943603526,-0.122916114453506,24.0400290489793,24.5473815657045,-0.00301726876206402,-0.106414218877902,2.49184195460893,87.8832600200651,0,0,0.000997391795206396,127.103963717943,25.6830014257945
,,2813,0.653692940354483,0,0,-0.0155999166666665,-0.550183983447362,0,0,72.2212167282437,23.4416498940068,-0.0849547408705484,24.0089393221249,24.5150299486452,-0.00208266801672089,-0.0734523529914963,2.49184195460893,87.8832600200651,0,0,0.00112462245402352,127.105024725067,25.6740905539437
,,2814,0.679004413410387,0,0,-0.0347098333333334,-1.22416002445275,0,0,72.2218830769206,23.480094572657,-0.0294495071468386,24.0485802900325,24.5542377667584,-0.000723110200597325,-0.0255029343513199,2.49184195460893,87.8832600200651,0,0,0.00116817222502265,127.106171122407,25.6652036520684
,,2815,0.590075604151364,0.248148568944102,-52.217691647365,0.0674233333333332,2.3779125814112,0,0,72.2225176169293,23.4015639904779,-0.143862294820186,23.9671544877002,24.4726447206895,-0.0035206908298375,-0.12416910594052,2.49184195460893,87.8832600200651,0,0,0.0010151662984383,127.107262791669,25.6563117644509
,,2816,0.523454947161838,0,0,-0.0115149166666665,-0.40611260022101,0,0,72.223074382205,23.4404040542758,-0.0780922504909498,24.0085924991848,24.5130633724717,-0.00191428028518359,-0.0675135883890663,2.49184195460893,87.8832600200651,0,0,0.000900544428434171,127.108220647032,25.6473985732262
,,2817,0.599388755894177,0,0,-0.0375929999999995,-1.32584467799956,0,0,72.2236358040565,23.4886370379375,-0.0539430204767788,24.0587261974539,24.5647006522928,-0.00132509415029257,-0.0467339405478089,2.49184195460893,87.8832600200651,0,0,0.00103118957064394,127.109186514032,25.6384933631724
,,2818,0.623580562742008,0.217901318684002,-39.0864197081066,0.0811422499999999,2.86175671862876,0,0,72.2242472887158,23.486499344235,-0.129120123635474,24.0568691177489,24.5628640235344,-0.0031715600395601,-0.111855824206818,2.49184195460893,87.8832600200651,0,0,0.00107281247084779,127.110238515052,25.629612238721
,,2819,0.708705163078567,0,0,-0.0259722500000004,-0.915999506242521,0,0,72.2249134315788,23.4254463822491,-0.0904836756922555,23.9956600174784,24.4981508137978,-0.00221668273329564,-0.0781788366119646,2.49184195460893,87.8832600200651,0,0,0.00121927477069466,127.111384558673,25.6207568043912
,,2820,0.689414931017902,0,0,-0.0420662499999998,-1.48360901460111,0,0,72.2256124916258,23.4220545154499,-0.0491030413858768,23.9896655388599,24.4950015280624,-0.00120277907377957,-0.0424200844247572,2.49184195460893,87.8832600200651,0,0,0.00118608448632167,127.112587238302,25.6119193232716
,,2821,0.634419096970959,0.250883402823776,-28.4597637024942,0.071699916666667,2.52874080082764,0,0,72.2262744086398,23.4390671491926,-0.0832454799492871,24.0066922660914,24.5125944023024,-0.00204056268582187,-0.0719673656564106,2.49184195460893,87.8832600200651,0,0,0.00109146082569096,127.113726010958,25.6030749410279
,,2822,0.535709107497076,0,0,-0.0482869166666666,-1.70300192800545,0,0,72.226859472742,23.4472005041275,-0.13720901928197,24.0154873047088,24.5197061177315,-0.00336432482949606,-0.118654328472034,2.49184195460893,87.8832600200651,0,0,0.000921627715297901,127.114732555228,25.5942095934593
,,2823,0.511393390369631,0,0,-0.0362712500000001,-1.27922868025676,0,0,72.227383023991,23.4421855721183,-0.044477736048811,24.0094215896231,24.5162538957373,-0.00109042746968024,-0.038457623957122,2.49184195460893,87.8832600200651,0,0,0.000879792557526175,127.115633265364,25.5853287368016
,,2824,0.64078087732491,0.326634204582023,-55.3978782622467,0.0556240000000002,1.96176906256614,0,0,72.2279591111248,23.4119492551793,-0.125846002192771,23.9815691944975,24.4858916991185,-0.00308145158045922,-0.108677843706681,2.49184195460893,87.8832600200651,0,0,0.00110240668113148,127.116624364984,25.5764727730612
,,2825,0.720714134673937,0,0,-0.0368028333333337,-1.29797676988551,0,0,72.2286398586308,23.4227937425174,-0.113802931309919,23.9937386379859,24.4989579378714,-0.00278805322736818,-0.0983301554407908,2.49184195460893,87.8832600200651,0,0,0.00123993720638633,127.117795536928,25.567660126949
,,2826,0.686294443878714,0,0,-0.00981541666666663,-0.346173967223906,0,0,72.2293433629201,23.3160396663358,-0.0274277076671808,23.884976518034,24.3882892810543,-0.000668914868903394,-0.0235915521232769,2.49184195460893,87.8832600200651,0,0,0.00118071593217665,127.119005863497,25.5588617703185
,,2827,0.632275623978734,0.438252122211432,-70.0328622576888,0.040906916666667,1.44272119160143,0,0,72.230002647954,23.3598750069051,-0.117244728820186,23.9310720269011,24.4346034924703,-0.00286482846030345,-0.101037894487672,2.49184195460893,87.8832600200651,0,0,0.00108777317376953,127.12014010805,25.5500539964464
,,2828,0.579535682132709,0,0,-0.021046166666667,-0.742264465918987,0,0,72.2306085536071,23.4639245102387,-0.123122388620841,24.0371342698564,24.5408490602692,-0.00302152795508386,-0.106564433768916,2.49184195460893,87.8832600200651,0,0,0.000997031893319925,127.121182510583,25.5412335762401
,,2829,0.567897751515305,1.44852561308582,-174.671758959271,0.0111162499999998,0.392052267757628,0,0,72.2311822703239,23.4834819938865,-0.0790539722508419,24.0573025131991,24.5616366293381,-0.00194169494053096,-0.0684804592131959,2.49184195460893,87.8832600200651,0,0,0.000977008534982212,127.122169530798,25.5324080135468
,,2830,0.611205464925872,0.989256193654723,-94.8276294187933,0.0175183333333335,0.617843455361978,0,0,72.2317718219321,23.4767932888936,-0.0676460382062565,24.051580394015,24.5575656079531,-0.00166122202136825,-0.0585886302238924,2.49184195460893,87.8832600200651,0,0,0.00105152066183726,127.123183795396,25.5235942833682
,,2831,0.709136471750647,9.2470113149217,-1833.28855200336,0.00217441666666633,0.0766881803860593,0,0,72.2324319929005,23.4397028018413,-0.162590855880941,24.0129181427422,24.5175730251628,-0.00398633318228468,-0.140591563175731,2.49184195460893,87.8832600200651,0,0,0.00122001680533706,127.12431956413,25.5148117247971
,,2832,0.692649928056811,0,0,-0.0023093333333332,-0.0814464743363617,0,0,72.2331328861003,23.5319597025783,-0.0590521183271253,24.1078309452512,24.613406059291,-0.00145347376704683,-0.051261683256219,2.49184195460893,87.8832600200651,0,0,0.00119165004579611,127.125525397555,25.5060497479168
,,2833,0.592187096908609,0,0,-0.0465513333333332,-1.64179069384684,0,0,72.2337753046128,23.48530280721,-0.0345542068141285,24.0594338027821,24.5644054881875,-0.000848803547504945,-0.0299359366405073,2.49184195460893,87.8832600200651,0,0,0.0010187989113975,127.126630622034,25.4972733161358
,,2834,0.655788317173862,0.620479584388014,-103.260141040048,0.0299674999999998,1.05690555124497,0,0,72.2343992923199,23.5167908153226,-0.125809290504144,24.0926903586082,24.5963415278595,-0.00309444827661761,-0.109136216287565,2.49184195460893,87.8832600200651,0,0,0.00112822736953543,127.127704135174,25.4884965745659
,,2835,0.593985388289198,0.467487533180871,-48.4204083731162,0.0360263333333336,1.27059086313514,0,0,72.2350241791726,23.5566205002655,-0.0708027491617122,24.1300271278272,24.6375994271328,-0.00174440977218602,-0.0615225284681535,2.49184195460893,87.8832600200651,0,0,0.00102189269258673,127.128779195205,25.4797263418598
,,2836,0.656409059988971,0,0,-0.0507200833333336,-1.78881580494229,0,0,72.2356493763968,23.5390508625829,-0.0660735424348362,24.1129628929633,24.6194901377118,-0.00162669692633813,-0.0573709856224211,2.49184195460893,87.8832600200651,0,0,0.00112929530413431,127.129854789204,25.470962403525
,,2837,0.722675663700466,0.47622164227883,-53.0578858487143,0.0430277500000002,1.51751957395783,0,0,72.2363389187586,23.4865423046697,-0.0929452092983039,24.0587086120084,24.5624434552614,-0.00228296144782703,-0.0805163803282439,2.49184195460893,87.8832600200651,0,0,0.00124331187701423,127.131041092794,25.4622273242011
,,2838,0.646247496667319,1.44341730284408,-208.810063393945,0.012694666666667,0.447720486233584,0,0,72.2370233803388,23.4292438387307,-0.108193401369266,23.9974271129826,24.5003310542442,-0.00265077415143174,-0.0934885431132024,2.49184195460893,87.8832600200651,0,0,0.00111181221439761,127.13221865484,25.4534966104083
,,2839,0.536185708543433,0,0,-0.0695761666666671,-2.45383955232655,0,0,72.2376145969414,23.4680606316445,-0.0299074899051806,24.0349924914985,24.5387960746248,-0.000733893795887127,-0.0258832544222024,2.49184195460893,87.8832600200651,0,0,0.000922447654192565,127.133235784774,25.4447392028677
,,2840,0.554813282730509,0.255408709741891,-53.5547927586937,0.0615921666666667,2.17225670687264,0,0,72.238160096437,23.4427728791554,-0.134572535582825,24.0080982119621,24.5113589270384,-0.00329855572139226,-0.116334757755246,2.49184195460893,87.8832600200651,0,0,0.000954496624202058,127.134174256913,25.4359718649426
,,2841,0.565832022014794,19.9196289525596,-3662.33059909364,0.00080541666666667,0.0284057510991983,0,0,72.2387204190894,23.3980607690268,-0.120578989037247,23.9609828813696,24.4628199896598,-0.00294970210335334,-0.104031251440832,2.49184195460893,87.8832600200651,0,0,0.000973454663977126,127.135138232557,25.4272159166101
,,2842,0.436171085743354,0,0,-0.0592970833333339,-2.09131280712894,0,0,72.2392214206433,23.4147805861538,-0.04730698224016,23.9771768016318,24.4820243718884,-0.00115817069216409,-0.0408468185146396,2.49184195460893,87.8832600200651,0,0,0.00075037431531799,127.136000147047,25.4184452570877
,,2843,0.443258843834328,0.152687594693969,-46.0753990751593,0.082312916666667,2.90304425007642,0,0,72.2396611356081,23.4142931943241,-0.154911451052628,23.9778710147132,24.4823766008657,-0.00379260048445702,-0.133758922355118,2.49184195460893,87.8832600200651,0,0,0.00076256854222961,127.136756618476,25.4096592105551
,,2844,0.368697653456579,0,0,-0.0140318333333329,-0.494880205026907,0,0,72.2400671138567,23.4182940282488,-0.0925253719007757,23.9822333736361,24.4858305692101,-0.00226556057971554,-0.0799026796824273,2.49184195460893,87.8832600200651,0,0,0.00063428985372491,127.137455047674,25.400867480259
,,2845,0.345602601735455,0,0,-0.046196166666667,-1.62926453645577,0,0,72.2404242639843,23.4917685937069,-0.0983977057404739,24.0562135163019,24.5611911975955,-0.00241676486409651,-0.0852354117266176,2.49184195460893,87.8832600200651,0,0,0.000594556416838944,127.138069470809,25.392064767657
,,2846,0.345715556235543,0.142295185510317,-34.12828327975,0.0688879166666668,2.42956608121136,0,0,72.2407699230633,23.4994464901242,-0.0956888741192025,24.0630778494244,24.5694847618655,-0.00235102633455181,-0.0829169194664532,2.49184195460893,87.8832600200651,0,0,0.000594750737780108,127.138664124386,25.3832642034657
,,2847,0.258697492549555,0,0,-0.0537031666666666,-1.89402435870306,0,0,72.2410721295877,23.5003130904877,-0.0818353817122561,24.0644310055706,24.5708565930224,-0.00201076542828709,-0.0709164642832436,2.49184195460893,87.8832600200651,0,0,0.0004450446037204,127.139184022057,25.3744545590403
,,2848,0.408558152662925,0,0,-0.0124305833333335,-0.43840669158967,0,0,72.2414057574103,23.5039213084874,-0.0812841419738446,24.0685916797457,24.5742298882206,-0.00199749519113202,-0.0704484443511327,2.49184195460893,87.8832600200651,0,0,0.000702867354298773,127.139757978036,25.3656621339221
,,2849,0.369731021265236,0.212421824567353,-56.606204793099,0.0493515833333337,1.74055100985165,0,0,72.2417949019972,23.4839296810814,-0.11378477859882,24.0469893948526,24.5516655868358,-0.00279360583303038,-0.0985259869164978,2.49184195460893,87.8832600200651,0,0,0.000636067610404543,127.140427445519,25.3568953674964
,,2850,0.30068632284373,0,0,-0.0760154166666668,-2.68094154851756,0,0,72.2421301106693,23.3816453089255,-0.114579131188397,23.9402665339846,24.4432742274681,-0.00280068912438303,-0.0987758032158789,2.49184195460893,87.8832600200651,0,0,0.000517282001651224,127.141004120325,25.348115828305
,,2851,0.332749484540087,0.481597649448069,-27.1770274539112,0.0195905833333329,0.690928381651016,0,0,72.242446828573,23.4406509535285,-0.0217281322304344,23.9998191022628,24.5034324829069,-0.000532413821088123,-0.0187773795968161,2.49184195460893,87.8832600200651,0,0,0.000572443722306601,127.141548983187,25.3393359623195
,,2852,0.301688124060341,0.122207330902194,-52.6705738222117,0.0699963333333333,2.46865815522795,0,0,72.2427640473773,23.4595462938965,-0.150339241977809,24.0174381805228,24.5228524077675,-0.00368674704211746,-0.130025641606738,2.49184195460893,87.8832600200651,0,0,0.000519005438000719,127.142094707767,25.3305624289542
,,2853,0.29000753704048,0,0,-0.0613251666666665,-2.16284004608403,0,0,72.2430598952078,23.4942915010598,-0.105205463616555,24.052544012942,24.5583076639975,-0.00258366814342887,-0.0911218220860854,2.49184195460893,87.8832600200651,0,0,0.000498910124264186,127.142603665548,25.3217875552779
,,2854,0.41985369314685,0,0,-0.00329783333333333,-0.116309280289671,0,0,72.2434148258229,23.4571032368766,-0.0275117740486565,24.0146049436422,24.5189702930478,-0.000674560370608053,-0.0237906598930681,2.49184195460893,87.8832600200651,0,0,0.000722300857857318,127.143214271039,25.3130395325238
,,2855,0.412853459982685,0.49798662104923,-125.55176359433,0.0235067500000001,0.829045284615932,0,0,72.2438311793995,23.4633333468127,-0.120329133857486,24.0222453685097,24.5270104110155,-0.00295131391887103,-0.104088097583093,2.49184195460893,87.8832600200651,0,0,0.000710257278655287,127.143930550107,25.3043191521539
,,2856,0.312894950998416,0,0,-0.0445285000000001,-1.57044861395218,0,0,72.244194053605,23.3920671167713,-0.0933870808827562,23.947691958361,24.450526462548,-0.00228336329238394,-0.0805305527397876,2.49184195460893,87.8832600200651,0,0,0.000538285784421342,127.144554821639,25.295586153223
,,2857,0.288362502322564,0.248086568652866,-67.7505824461973,0.0329571666666668,1.1623462885895,0,0,72.2444946823317,23.3610228088509,-0.0914513789718807,23.9152488216483,24.4158946813654,-0.00223286723744308,-0.0787496380561147,2.49184195460893,87.8832600200651,0,0,0.000496080113417192,127.145072004588,25.2868374806901
,,2858,0.245434287961297,0.676165968521049,-290.411681847941,0.0102919166666667,0.362979356234277,0,0,72.2447615807268,23.3925122527389,-0.122253062477758,23.9476178002061,24.4484086372014,-0.00298889282860553,-0.105413445320079,2.49184195460893,87.8832600200651,0,0,0.000422226894850959,127.145531158092,25.2780831283159
,,2859,0.319610687629163,0,0,-0.0337936666666669,-1.19184829888788,0,0,72.2450441032146,23.3646837066959,-0.123926155753782,23.9180704073866,24.4184639500461,-0.00302608636674153,-0.106725201620284,2.49184195460893,87.8832600200651,0,0,0.000549839628505874,127.146017191353,25.2693403648879
,,2860,0.388450621245437,0.614373454892262,-58.9154132800559,0.0179274166666667,0.632271166913546,0,0,72.245398133869,23.452519265107,-0.0430964070132904,24.0042677433383,24.5078704968307,-0.00105620116196043,-0.0372505171037747,2.49184195460893,87.8832600200651,0,0,0.00066827353318519,127.146626247934,25.260628718136
,,2861,0.443633986687655,0,0,-0.00436316666666673,-0.153881874397501,0,0,72.245814176173,23.434109391744,-0.127914172421113,23.9836332735959,24.4861108434324,-0.0031321206043493,-0.110464858727139,2.49184195460893,87.8832600200651,0,0,0.00076321392616897,127.147341991664,25.2519448361318
,,2862,0.325034766296527,2.08751612297304,-622.604127123881,0.00441483333333315,0.155704074674936,0,0,72.2461985105495,23.396655643997,-0.112435516822161,23.9452349998824,24.4468432358868,-0.0027486934538973,-0.0969419995026203,2.49184195460893,87.8832600200651,0,0,0.000559171249587904,127.148003184252,25.2432559435882
,,2863,0.289308092474686,0.648175705375926,-50.5351054152624,0.0126555833333335,0.446342079894671,0,0,72.2465056819789,23.437627613337,-0.0261143107517786,23.9871012742819,24.490450616166,-0.000639551237841646,-0.0225559440587446,2.49184195460893,87.8832600200651,0,0,0.000497706845277724,127.148531623299,25.2345461690461
,,2864,0.246659615893781,0.602328495989008,-283.02990464026,0.0116112499999999,0.409510122028633,0,0,72.2467736658331,23.5092991080409,-0.133787869257772,24.0607858617901,24.5637440710138,-0.00328633098025418,-0.115903610786985,2.49184195460893,87.8832600200651,0,0,0.000424334857892328,127.148992644151,25.2258287939361
,,2865,0.277983766627542,0.30321418697261,-95.8010289868467,0.0259946666666666,0.916790106040298,0,0,72.2470359875243,23.5030570040901,-0.101409243774427,24.0539980506205,24.5570889018378,-0.00249031581483674,-0.0878294355236208,2.49184195460893,87.8832600200651,0,0,0.000478224482246135,127.149443923821,25.2171155279317
,,2866,0.462805877952555,0,0,-0.0521554999999997,-1.83944064329547,0,0,72.2474063823466,23.432752945585,-0.0574365668628519,23.9802545986082,24.4819069151245,-0.00140615668346067,-0.0495928857819238,2.49184195460893,87.8832600200651,0,0,0.000796198568904251,127.150081135346,25.208446051063
,,2867,0.381387487827003,0,0,-0.0301106666666671,-1.06195480943314,0,0,72.2478284790295,23.4552180814365,-0.0646737282694971,24.0027797512236,24.505975580476,-0.00158489280567064,-0.0558966214879959,2.49184195460893,87.8832600200651,0,0,0.000656121839151353,127.150807295551,25.1998006553992
,,2868,0.345451745348217,0.175747297687101,-52.313731151736,0.0557330833333332,1.96561625637769,0,0,72.2481918986461,23.4815143788309,-0.118838831791143,24.0310196435011,24.5341147654616,-0.00291560553775729,-0.102828720383625,2.49184195460893,87.8832600200651,0,0,0.000594296891497978,127.151432504916,25.1911408293745
,,2869,0.301715098568338,0,0,-0.0321494166666663,-1.13385824457453,0,0,72.248515482068,23.461643856474,-0.0527752325930827,24.0095548233267,24.5145492365534,-0.00129376103787368,-0.0456288720418171,2.49184195460893,87.8832600200651,0,0,0.000519051843262383,127.151989179283,25.18247315513
